aId	sId	orig	cent	au	title	incipit	irreg	nbLin	nbLg	lnNbr	lnTxt	met	rhys	rw	r1	r2	r3	r4	enj	ent
694n	s694n_2502	ame	19	Rubén Darío	EL FERRO-CARRIL	Bien arreglado, bien impreso, bueno,	0	14	4	13	y sobre todo, que es bastante módico	4 6 8 10	ABBA ABBA C-C -DD	módico	ABBA	ABBA	C-C	-DD	1	pb_adj_prep
694n	s694n_2502	ame	19	Rubén Darío	EL FERRO-CARRIL	Bien arreglado, bien impreso, bueno,	0	14	4	14	para ser, como es, un buen periódico.	3 6 7 8 10	ABBA ABBA C-C -DD	periódico	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	1	No vayas al altar, Santo Tirano,	1 2 6 7 10	ABBA ABBA C-C -DD	Tirano	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	2	que profanas de Dios la eterna idea	3 6 8 10	ABBA ABBA C-C -DD	idea	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	3	aún la sangre caliente roja humea	1 3 6 8 10	ABBA ABBA C-C -DD	humea	ABBA	ABBA	C-C	-DD	1	pb_noun_prep
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	4	en tu estola, en tu cáliz, en tu mano.	3 6 10	ABBA ABBA C-C -DD	mano	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	5	La sacra luz del pensamiento humano	2 4 8 10	ABBA ABBA C-C -DD	humano	ABBA	ABBA	C-C	-DD	1	pb_adj_adv
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	6	ahora ante tu frente centellea:	2 6 10	ABBA ABBA C-C -DD	centellea	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	7	proclamas tu poder ¡maldito sea!	2 6 8 10	ABBA ABBA C-C -DD	sea	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	8	pues es tu bendición augurio insano.	2 6 8 10	ABBA ABBA C-C -DD	insano	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	9	La basílica cruje en conmociones	3 6 10	ABBA ABBA C-C -DD	conmociones	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	10	y se enciende la luz de los ciriales;	3 6 10	ABBA ABBA C-C -DD	ciriales	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	11	tu cantas los oremus y oraciones	2 6 10	ABBA ABBA C-C -DD	oraciones	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	12	y te besan el pie los sacristanes	3 6 10	ABBA ABBA C-C -DD	sacristanes	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	13	¡Oh! No ensucies al Cristo entre tu cieno	2 3 6 10	ABBA ABBA C-C -DD	cieno	ABBA	ABBA	C-C	-DD	1	ex_subj_verb
694n	s694n_2503	ame	19	Rubén Darío	AL PAPA	No vayas al altar, Santo Tirano,	0	14	4	14	No escupais en el rostro al Nazareno!...	1 2 6 10	ABBA ABBA C-C -DD	Nazareno	ABBA	ABBA	C-C	-DD	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	1	Dulce como la miel de los panales	1 6 10	ABBA ABBA CDC DEE	panales	ABBA	ABBA	CDC	DEE	1	cc_crossclause
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	2	que en las ramas del árbol gotas deja,	3 6 8 10	ABBA ABBA CDC DEE	deja	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	3	cuando la liba zumbadora abeja	4 8 10	ABBA ABBA CDC DEE	abeja	ABBA	ABBA	CDC	DEE	1	cc_crossclause
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	4	que gira sobre juncos y gramales;	2 6 10	ABBA ABBA CDC DEE	gramales	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	5	sonora cual las brisas otoñales	2 6 10	ABBA ABBA CDC DEE	otoñales	ABBA	ABBA	CDC	DEE	1	cc_crossclause
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	6	que el eco vago de sentida queja	2 4 8 10	ABBA ABBA CDC DEE	queja	ABBA	ABBA	CDC	DEE	1	ex_subj_verb
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	7	parecen derramar, cuando se aleja	2 6 10	ABBA ABBA CDC DEE	aleja	ABBA	ABBA	CDC	DEE	1	ex_subj_verb
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	8	Véspero entre los verdes robledales;	1 6 10	ABBA ABBA CDC DEE	robledales	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	9	como el murmullo de la fuente suave	4 8 10	ABBA ABBA CDC DEE	suave	ABBA	ABBA	CDC	DEE	1	cc_crossclause
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	10	que se desliza con rumor escaso,	4 8 10	ABBA ABBA CDC DEE	escaso	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	11	y como el dulce cántico de ave:	4 6 10	ABBA ABBA CDC DEE	ave	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	12	así en la Égloga está de Garcilaso,	2 3 6 10	ABBA ABBA CDC DEE	Garcilaso	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	13	llena de majestad, pura y galana,	1 6 7 10	ABBA ABBA CDC DEE	galana	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_01	ame	19	Rubén Darío	I	Dulce como la miel de los panales	0	14	4	14	la armoniosa Poesía Castellana.	3 6 10	ABBA ABBA CDC DEE	Castellana	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	1	Góngora, con las ondas de su ingenio,	1 6 10	ABBA ABBA CDC DEE	ingenio	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	2	antes tranquilo manantial de amores,	1 4 8 10	ABBA ABBA CDC DEE	amores	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	3	derramó de su mente los fulgores	3 6 10	ABBA ABBA CDC DEE	fulgores	ABBA	ABBA	CDC	DEE	1	pb_noun_prep
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	4	de la española musa en el proscenio.	4 6 10	ABBA ABBA CDC DEE	proscenio	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	5	Mas, ¡ay!, la ruda tempestad del genio	4 8 10	ABBA ABBA CDC DEE	genio	ABBA	ABBA	CDC	DEE	1	pb_noun_prep
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	6	con sus horrendos rayos vibradores,	4 6 10	ABBA ABBA CDC DEE	vibradores	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	7	de su alma en el vergel, tronchó las flores	2 6 8 10	ABBA ABBA CDC DEE	flores	ABBA	ABBA	CDC	DEE	1	cc_crossclause
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	8	que aromaron su dulce primigenio.	3 6 10	ABBA ABBA CDC DEE	primigenio	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	9	No de otro modo a la risueña Hecate,	1 2 4 8 10	ABBA ABBA CDC DEE	Hecate	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	10	cada en los aires nubarrón sombrío	4 8 10	ABBA ABBA CDC DEE	sombrío	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	11	cuando Aquilón sañoso al roble abate,	4 6 8 10	ABBA ABBA CDC DEE	abate	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	12	la dulce faz enturbia. El murmurío	2 4 6 10	ABBA ABBA CDC DEE	murmurío	ABBA	ABBA	CDC	DEE	1	pb_noun_prep
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	13	del de su numen manantial rïente,	4 8 10	ABBA ABBA CDC DEE	rïente	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_02	ame	19	Rubén Darío	II	Góngora, con las ondas de su ingenio,	0	14	4	14	trocose en el rugido del torrente.	6 10	ABBA ABBA CDC DEE	torrente	ABBA	ABBA	CDC	DEE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	1	¿Quién aparece con su voz ahora	4 8 10	ABBA -BBA CDE CDE	ahora	ABBA	-BBA	CDE	CDE	1	pb_verb_adv
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	2	dominando en la hispana poesía?	3 6 10	ABBA -BBA CDE CDE	poesía	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	3	¿Quién trajo, en el raudal de su armonía	2 6 10	ABBA -BBA CDE CDE	armonía	ABBA	-BBA	CDE	CDE	1	ex_dobj_verb
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	4	sátira perspicaz, nota sonora?	1 6 7 10	ABBA -BBA CDE CDE	sonora	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	5	¿Quién, cuando ríe alegre, triste	4 6 8	ABBA -BBA CDE CDE	triste	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	6	y en sus cantos derrama la alegría,	3 6 10	ABBA -BBA CDE CDE	alegría	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	7	al par que con su acento arrancaría	2 6 10	ABBA -BBA CDE CDE	arrancaría	ABBA	-BBA	CDE	CDE	1	ex_dobj_verb
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	8	lágrima de los ojos, quemadora?	1 6 10	ABBA -BBA CDE CDE	quemadora	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	9	¿Quién nos ofrece su cantar hermoso?	4 8 10	ABBA -BBA CDE CDE	hermoso	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	10	¿Quién engalana el Español Parnaso	4 8 10	ABBA -BBA CDE CDE	Parnaso	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	11	y quién ataca al gongorismo nulo?	4 8 10	ABBA -BBA CDE CDE	nulo	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	12	Francisco de Quevedo, ese coloso	2 6 7 10	ABBA -BBA CDE CDE	coloso	ABBA	-BBA	CDE	CDE	1	cc_crossclause
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	13	que pudiera montar en el Pegaso	3 6 10	ABBA -BBA CDE CDE	Pegaso	ABBA	-BBA	CDE	CDE	1	ex_dobj_verb
694n	s694n_2504_03	ame	19	Rubén Darío	III	¿Quién aparece con su voz ahora	0	14	4	14	al par de Juvenal y Tibulo	2 6 9	ABBA -BBA CDE CDE	Tibulo	ABBA	-BBA	CDE	CDE	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	1	En este Edén del mundo americano	2 4 6 10	ABBA ABBA CDC DCD	americano	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	2	Do te trajeron procelosos vientos,	4 8 10	ABBA ABBA CDC DCD	vientos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	3	No escuchar te entristece los concentos	1 3 6 10	ABBA ABBA CDC DCD	concentos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	4	Y armonías de aquel suelo italiano.	3 6 7 10	ABBA ABBA CDC DCD	italiano	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	5	Calla, que cuando tu mueves la mano	1 7 10	ABBA ABBA CDC DCD	mano	ABBA	ABBA	CDC	DCD	1	ex_subj_verb
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	6	Y notas das a los favonios lentos	2 4 8 10	ABBA ABBA CDC DCD	lentos	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	7	De tu ITALIA se escuchan los acentos	3 6 10	ABBA ABBA CDC DCD	acentos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	8	En las cuerdas sonoras de tu piano.	3 6 10	ABBA ABBA CDC DCD	piano	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	9	A el corre, pues, alegre y placentero:	2 6 10	ABBA ABBA CDC DCD	placentero	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	10	La gloria del artista no es un mito,	2 6 8 9 10	ABBA ABBA CDC DCD	mito	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	11	Y al cruzar de la vida en el sendero,	3 6 10	ABBA ABBA CDC DCD	sendero	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	12	Tiene solo un ideal, ideal bendito,	1 3 4 6 8 10	ABBA ABBA CDC DCD	bendito	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	13	Una patria, mi hogar, el mundo entero,	1 3 6 8 10	ABBA ABBA CDC DCD	entero	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2505	ame	19	Rubén Darío	GIOVANNI ABERLE	En este Edén del mundo americano	0	14	4	14	Y una contemplación: ¡el Infinito! ...	1 6 10	ABBA ABBA CDC DCD	Infinito	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	1	Del sacerdote el canto funerario,	4 6 10	AAAA AAAA BCB CBC	funerario	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	2	los acentos del místico salterio,	3 6 10	AAAA AAAA BCB CBC	salterio	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	3	y las cruces del triste cementerio	3 6 10	AAAA AAAA BCB CBC	cementerio	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	4	y el humo que despide el incensario;	2 6 10	AAAA AAAA BCB CBC	incensario	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	5	y la esquila del alto campanario	3 6 10	AAAA AAAA BCB CBC	campanario	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	6	y la oración envuelta en el misterio,	4 6 10	AAAA AAAA BCB CBC	misterio	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	7	la quietud del oculto monasterio	3 6 10	AAAA AAAA BCB CBC	monasterio	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	8	y la lámpara que arde ante el santuario;	3 6 10	AAAA AAAA BCB CBC	santuario	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	9	todo eso da consuelo, luz y vida:	1 2 6 8 10	AAAA AAAA BCB CBC	vida	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	10	las esperanzas del creyente escuda,	4 8 10	AAAA AAAA BCB CBC	escuda	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	11	y levanta a la fe desfallecida,	3 6 10	AAAA AAAA BCB CBC	desfallecida	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	12	con elocuencia que conmueve, muda;	4 8 10	AAAA AAAA BCB CBC	muda	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	13	y el bálsamo es del alma que está herida	2 4 6 9 10	AAAA AAAA BCB CBC	herida	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2506	ame	19	Rubén Darío	CREER	Del sacerdote el canto funerario,	0	14	4	14	por el hierro candente de la duda.	3 6 10	AAAA AAAA BCB CBC	duda	AAAA	AAAA	BCB	CBC	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	1	«Bernal ya es Sacerdote. –¡Desgraciado!	2 3 6 10	ABBA ABBA CDC DCD	Desgraciado	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	2	–Bernal ya es Sacerdote. –¡Qué espantoso!	2 3 6 10	ABBA ABBA CDC DCD	espantoso	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	3	En labrarse su ruina, ¡qué afanoso!	3 6 10	ABBA ABBA CDC DCD	afanoso	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	4	En huir de sus laureles, ¡qué porfiado!	2 6 10	ABBA ABBA CDC DCD	porfiado	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	5	–Un porvenir y gloria ha despreciado.	1 4 6 7 10	ABBA ABBA CDC DCD	despreciado	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	6	Es un loco, no más: ¡es lastimoso!	1 2 3 5 6 7 10	ABBA ABBA CDC DCD	lastimoso	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	7	¡Cómo corre, miradle, presuroso,	1 3 6 10	ABBA ABBA CDC DCD	presuroso	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	8	a hondo abismo! ¡Detente, desastrado!»	1 3 6 10	ABBA ABBA CDC DCD	desastrado	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	9	Tal grita el mundo en sus delirios vanos,	1 2 4 8 10	ABBA ABBA CDC DCD	vanos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	10	al mirar de Bernal el santo anhelo.	3 6 8 10	ABBA ABBA CDC DCD	anhelo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	11	El sigue, con la fe de los cristianos	2 6 10	ABBA ABBA CDC DCD	cristianos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	12	por el camino que conduce al Cielo;	4 8 10	ABBA ABBA CDC DCD	Cielo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	13	y mientras tanto, Dios baja a sus manos	4 6 7 10	ABBA ABBA CDC DCD	manos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2507	ame	19	Rubén Darío	BERNAL	«Bernal ya es Sacerdote. –¡Desgraciado!	0	14	4	14	y le infunde vigor, paz y consuelo.	3 6 7 10	ABBA ABBA CDC DCD	consuelo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	1	Sé que amas a otro; que olvidaste todos	1 2 4 8 10	ABBA ABBA CDC DCD	todos	ABBA	ABBA	CDC	DCD	1	ex_dobj_verb
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	2	los versitos que te hice. ¡Bravo! ¡Bravo!	3 6 8 10	ABBA ABBA CDC DCD	Bravo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	3	Esto se llama, pues, dar en el clavo	1 4 7 10	ABBA ABBA CDC DCD	clavo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	4	y divertirse amando de mil modos.	4 6 9 10	ABBA ABBA CDC DCD	modos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	5	Que amen de veras los que están beodos	1 4 8 10	ABBA ABBA CDC DCD	beodos	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	6	de platonismo fútil; el esclavo	4 6 10	ABBA ABBA CDC DCD	esclavo	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	7	de amadas de novela, y el que al cabo	2 6 10	ABBA ABBA CDC DCD	cabo	ABBA	ABBA	CDC	DCD	1	ex_subj_verb
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	8	se pierde de esa senda en los recodos.	2 4 6 10	ABBA ABBA CDC DCD	recodos	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	9	Pero ¿amar tú? No entiendo ese vocablo.	3 4 5 6 7 10	ABBA ABBA CDC DCD	vocablo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	10	Y si me amabas, dices: muy mal hecho.	4 6 8 9 10	ABBA ABBA CDC DCD	hecho	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	11	¿Me olvidaste? ¡Sublime! ¡Voto al diablo!	3 6 8 10	ABBA ABBA CDC DCD	diablo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	12	Y no hay que arrepentirse; a lo hecho, pecho.	2 6 8 10	ABBA ABBA CDC DCD	pecho	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	13	Mira, no es broma, con franqueza te hablo:	1 3 4 8 10	ABBA ABBA CDC DCD	hablo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2508	ame	19	Rubén Darío	A MI FILIS	Sé que amas a otro; que olvidaste todos	0	14	4	14	sigue en tu nuevo amor, y... ¡buen provecho!	1 4 6 8 10	ABBA ABBA CDC DCD	provecho	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2509	ame	19	Rubén Darío	MIEL	Ninfa del prado, que a la vega sales	0	14	4	1	Ninfa del prado, que a la vega sales	1 4 8 10	ABBA ABBA CDC DCD	sales	ABBA	ABBA	CDC	DCD	1	ex_subj_verb
