n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
filip	Sobre un hombro te tiembla caído como un ala . . .	Sobre un hombro te tiembla caído como un ala . . .	14	2 3 6 9 12 13	-	Alejandrino	1.0
filip	¡Vuela el columpio, vuela el columpio, vuela! . ..	vuela   el columpio vuela   el columpio vuela	14	1 5 7 11 13	-	Alejandrino	1.0
filip	Y en la tarde que envuelve al jardín de la Escuela	Y en la tarde que envuelve al jardín de la Escuela	14	3 6 10 13	-	Alejandrino	1.0
filip	En sus tintas de púrpura y esmeralda orientales,	En sus tintas de púrpura y esmeralda orientales,	14	3 6 10 13	-	Alejandrino	1.0
filip	Pareces en el viento un ilang-ilang de oro	Pareces en el viento un ilang-ilang de oro	14	2 6 8 12 13	-	Alejandrino	1.0
filip	Rompiéndote los pétalos en un dulce y sonoro	Rompiéndote los pétalos en un dulce y sonoro	14	2 6 9 10 13	-	Alejandrino	1.0
filip	Tremular de esbelteces y curvas virginales.. .	Tremular de esbelteces y curvas virginales.. .	14	3 6 9 13	-	Alejandrino	1.0
filip	Como si adivinaras que quería ser bueno,	Como si adivinaras que quería ser bueno,	14	6 10 12 13	-	Alejandrino	1.0
filip	Arrancar del rosal de mi fé toda espina,	Arrancar del rosal de mi fé toda espina,	14	3 6 10 11 13	-	Alejandrino	1.0
filip	Me diste la medalla que pendía en tu seno,	Me diste la medalla que pendía en tu seno,	14	2 6 10 13	-	Alejandrino	1.0
filip	¡Pétalo perfumado de tu carne divina!	¡Pétalo perfumado de tu carne divina!	14	1 6 10 13	-	Alejandrino	1.0
filip	En esta soledad en que mi alma restalla,	En esta soledad en que mi alma restalla,	14	2 6 10 13	-	Alejandrino	1.0
filip	Estandarte glorioso por el dolor deshecho,	Estandarte glorioso por el dolor deshecho,	14	3 6 11 13	-	Alejandrino	1.0
filip	Prendida a una cadena de oro, tu medalla	prendida a una cadena de   oro tu medalla	14	2 3 6 9 13	-	Alejandrino	1.0
filip	¡Es la única oración que tengo sobre el pecho!	¡Es la única oración que tengo sobre el pecho!	14	1 2 6 9 13	-	Alejandrino	1.0
filip	Ella es mi compañera en la noche y el día,	ella es mi compañera   en la noche y   el día	14	1 2 6 10 13	-	Alejandrino	1.0
filip	Ella te acerca más a mí, te hace más mía,	Ella te acerca más a mí, te hace más mía,	14	1 4 6 9 10 12 13	-	Alejandrino	1.0
filip	Ella no me permite que te ponga en olvido,	Ella no me permite que te ponga en olvido,	14	1 3 6 10 13	-	Alejandrino	1.0
filip	Y al orarla en la hora de mi eterna desgracia,	y al orarla en la hora de mi   eterna desgracia	14	3 5 10 13	-	Alejandrino	1.0
filip	"Dios te salve, María, llena eres de gracia",	"Dios te salve, María, llena eres de gracia",	14	1 3 6 8 9 13	-	Alejandrino	1.0
filip	Pienso en tí, y voy quedándome dulcemente dormido	Pienso en tí, y voy quedándome dulcemente dormido	14	1 3 4 6 8 10 13	-	Alejandrino	1.0
filip	¿Qué me importa el dolor que en deshojar se empeña	¿Qué me importa el dolor que en deshojar se empeña	14	1 3 6 11 13	-	Alejandrino	1.0
filip	Todas mis ilusiones de gloria y de fortuna ?	Todas mis ilusiones de gloria y de fortuna ?	14	1 6 9 13	-	Alejandrino	1.0
filip	Yo sé que una mujer dulcísima me sueña	Yo sé que una mujer dulcísima me sueña	14	1 2 3 6 9 13	-	Alejandrino	1.0
filip	Con los ojos llorosos en las noches de luna.	Con los ojos llorosos en las noches de luna.	14	3 6 10 13	-	Alejandrino	1.0
filip	¿Qué me importa que caiga herida mi quimera	¿Qué me importa que caiga herida mi quimera	14	1 3 6 9 13	-	Alejandrino	1.0
filip	Y vaya por la vida en quebranto maltrecho ?	Y vaya por la vida en quebranto maltrecho ?	14	2 6 10 13	-	Alejandrino	1.0
filip	Yo sé que una mujer dulcísima me espera	Yo sé que una mujer dulcísima me espera	14	1 2 3 6 9 13	-	Alejandrino	1.0
filip	Con un beso en los labios y un suspiro en el pecho.	Con un beso en los labios y un suspiro en el pecho.	14	2 3 6 8 10 13	-	Alejandrino	1.0
filip	Nada importarme pueden ni glorias ni placeres,	Nada importarme pueden ni glorias ni placeres,	14	1 4 6 9 13	-	Alejandrino	1.0
filip	Ni ninguna ilusión, ni ninguna ventura,	Ni ninguna ilusión, ni ninguna ventura,	14	3 6 10 13	-	Alejandrino	1.0
filip	Ni ninguna ambición de fortuna ni de arte,	Ni ninguna ambición de fortuna ni de arte,	14	3 6 10 13	-	Alejandrino	1.0
filip	Mientras tu voz divina suspire que me quieres,	Mientras tu voz divina suspire que me quieres,	14	4 6 9 13	-	Alejandrino	1.0
filip	Mientras tus dulces ojos me miren con ternura,	Mientras tus dulces ojos me miren con ternura,	14	4 6 9 13	-	Alejandrino	1.0
filip	¡Mientras pueda soñarte, adorarte, besarte!	¡Mientras pueda soñarte, adorarte, besarte!	14	3 6 10 13	-	Alejandrino	1.0
filip	En el jardín de toda tu carne inmaculada,	En el jardín de toda tu carne inmaculada,	14	4 6 9 13	-	Alejandrino	1.0
filip	¡Tu boca era un capullo que quería ser flor!	¡Tu boca era un capullo que quería ser flor!	14	2 3 4 6 10 12 13	-	Alejandrino	1.0
filip	Yo lo leí en el lánguido fulgor de tu mirada,	Yo lo leí en el lánguido fulgor de tu mirada,	14	1 4 6 9 13	-	Alejandrino	1.0
filip	¡Y el capullo encantado se hizo flor de mi amor!	¡Y el capullo encantado se hizo flor de mi amor!	14	3 6 8 10 13	-	Alejandrino	1.0
filip	Mágica flor de flores ni por el sol tocada,	Mágica flor de flores ni por el sol tocada,	14	1 4 6 11 13	-	Alejandrino	1.0
filip	En que bebe dulzuras de celeste sabor	En que bebe dulzuras de celeste sabor	14	3 6 10 13	-	Alejandrino	1.0
filip	La loca mariposa de mi alma enamorada,	La loca mariposa de mi alma enamorada,	14	2 6 9 13	-	Alejandrino	1.0
filip	¡Henchida de tu aroma de amor embriagador!	¡Henchida de tu aroma de amor embriagador!	14	2 6 9 13	-	Alejandrino	1.0
filip	Dulce boca de rosa húmeda y encendida,	dulce boca de rosa   húmeda y   encendida	14	1 3 6 8 13	-	Alejandrino	1.0
filip	Labios que semejáis una aromada herida,	Labios que semejáis una aromada herida,	14	1 6 8 11 13	-	Alejandrino	1.0
filip	Dientes que sois un nácar de vivos resplandores.	Dientes que sois un nácar de vivos resplandores.	14	1 4 5 6 9 13	-	Alejandrino	1.0
filip	El alma, mariposa de todos los vergeles,	El alma, mariposa de todos los vergeles,	14	2 6 9 13	-	Alejandrino	1.0
filip	Después de haber libado vuestras divinas mieles,	Después de haber libado vuestras divinas mieles,	14	2 4 6 11 13	-	Alejandrino	1.0
filip	¡No volará jamás en busca de otras flores!	¡No volará jamás en busca de otras flores!	14	1 4 6 9 11 13	-	Alejandrino	1.0
filip	Era mi vida un árbol sin hojas y sin flores	Era mi vida un árbol sin hojas y sin flores	14	1 4 5 6 9 13	-	Alejandrino	1.0
filip	Perdido del espacio en las azules lomas;	Perdido del espacio en las azules lomas;	14	2 6 11 13	-	Alejandrino	1.0
filip	Pero surgiste tú, amor de mis amores,	pero surgiste tú   amor de mis amores	14	4 6 9 13	-	Alejandrino	1.0
filip	Y todo se llenó de cánticos y aromas.	Y todo se llenó de cánticos y aromas.	14	2 6 9 13	-	Alejandrino	1.0
filip	Se cubrieron mis ramas de verde terciopelo.	Se cubrieron mis ramas de verde terciopelo.	14	3 6 9 13	-	Alejandrino	1.0
filip	En mi copa los pájaros escondieron su nido,	En mi copa los pájaros escondieron su nido,	14	3 6 10 13	-	Alejandrino	1.0
filip	El sol besó mi vida desde el azul del cielo,	El sol besó mi vida desde el azul del cielo,	14	2 4 6 11 13	-	Alejandrino	1.0
filip	Y todo fué en mí germen, savia, vida, latido.	Y todo fué en mí germen, savia, vida, latido.	14	2 4 5 6 8 10 13	-	Alejandrino	1.0
filip	Cálida y nueva sangre a mi existencia oscura	Cálida y nueva sangre a mi existencia oscura	14	1 4 6 11 13	-	Alejandrino	1.0
filip	Dio amorosa y gentil tu oriental Hermosura,	Dio amorosa y gentil tu oriental Hermosura,	14	1 3 6 10 13	-	Alejandrino	1.0
filip	Tu mirada, tu boca, tu sonrisa, tu olor. . .	Tu mirada, tu boca, tu sonrisa, tu olor. . .	14	3 6 10 13	-	Alejandrino	1.0
filip	¡Y un día, estremecidas mis hojas y mis flores,	¡Y un día, estremecidas mis hojas y mis flores,	14	1 2 6 9 13	-	Alejandrino	1.0
filip	Te vieron en mi pecho abriendo tus colores	Te vieron en mi pecho abriendo tus colores	14	2 6 9 13	-	Alejandrino	1.0
filip	Como una margarita divina del amor!	Como una margarita divina del amor!	14	2 6 9 13	-	Alejandrino	1.0
filip	Te alzas en mis ensueños como un himno sonoro,	Te alzas en mis ensueños como un himno sonoro,	14	1 6 9 10 13	-	Alejandrino	1.0
filip	Como un incienso cálido de eternas primaveras,	Como un incienso cálido de eternas primaveras,	14	2 4 6 9 13	-	Alejandrino	1.0
filip	Como un deslumbrador cáliz de carne de oro	Como un deslumbrador cáliz de carne de oro	14	2 6 8 11 13	-	Alejandrino	1.0
filip	Bajo el repique tenue que forman tus pulseras.	Bajo el repique tenue que forman tus pulseras.	14	4 6 9 13	-	Alejandrino	1.0
filip	Del templo de mi amor en los dormidos flancos	Del templo de mi amor en los dormidos flancos	14	2 6 11 13	-	Alejandrino	1.0
filip	Se hizo un eco tu voz amada y musical,	Se hizo un eco tu voz amada y musical,	14	1 2 3 6 9 13	-	Alejandrino	1.0
filip	Y del ara surgían tus piececitos blancos	Y del ara surgían tus piececitos blancos	14	3 6 11 13	-	Alejandrino	1.0
filip	Como mi más sagrada ilusión inmortal.	Como mi más sagrada ilusión inmortal.	14	4 6 10 13	-	Alejandrino	1.0
filip	Quisiera en mi delirio de amantes ilusiones,	Quisiera en mi delirio de amantes ilusiones,	14	2 6 9 13	-	Alejandrino	1.0
filip	En vez de sólo uno, tener mil corazones	en vez de sólo   uno tener mil corazones	14	2 4 6 9 10 13	-	Alejandrino	1.0
filip	Para poder amarte como jamás se amó;	Para poder amarte como jamás se amó;	14	4 6 11 13	-	Alejandrino	1.0
filip	Y mira si te quiero, mira si no estoy loco,	Y mira si te quiero, mira si no estoy loco,	14	2 6 8 11 12 13	-	Alejandrino	1.0
filip	Que aun así me figuro poder amarte poco,	Que aun así me figuro poder amarte poco,	14	3 6 9 11 13	-	Alejandrino	1.0
filip	¡Amarte mucho menos de como te amo yo!	¡Amarte mucho menos de como te amo yo!	14	2 4 6 11 13	-	Alejandrino	1.0
filip	Es inútil que luche por quitarme del pecho	Es inútil que luche por quitarme del pecho	14	1 3 6 10 13	-	Alejandrino	1.0
filip	Esta espada de amor que el corazón me hiere;	Esta espada de amor que el corazón me hiere;	14	1 3 6 11 13	-	Alejandrino	1.0
filip	Tengo ya el corazón tan dolido y deshecho	Tengo ya el corazón tan dolido y deshecho	14	1 3 6 10 13	-	Alejandrino	1.0
filip	Que si arranco la espada de tu amor, se me muere.	Que si arranco la espada de tu amor, se me muere.	14	3 6 10 13	-	Alejandrino	1.0
filip	¿Ni por qué el arrancármela, si es tan dulce la muerte	¿Ni por qué el arrancármela, si es tan dulce la muerte	14	3 6 8 10 13	-	Alejandrino	1.0
filip	Qué me da lentamente a mi vida adherido ?	Qué me da lentamente a mi vida adherido ?	14	1 3 4 6 10 13	-	Alejandrino	1.0
filip	Si esta ha sido mi suerte, yo bendigo mi suerte,	Si esta ha sido mi suerte, yo bendigo mi suerte,	14	1 2 3 6 8 10 13	-	Alejandrino	1.0
filip	Y me entrego a la muerte que he buscado y querido.	Y me entrego a la muerte que he buscado y querido.	14	3 6 8 10 13	-	Alejandrino	1.0
filip	Margarita divina de mi amor, cuando muera,	Margarita divina de mi amor, cuando muera,	14	3 6 10 13	-	Alejandrino	1.0
filip	Cubrirás mis despojos con la patria bandera	Cubrirás mis despojos con la patria bandera	14	3 6 10 13	-	Alejandrino	1.0
filip	Para que en ella quede mi último aliento preso . . .	Para que en ella quede mi último aliento preso . . .	14	4 6 8 11 13	-	Alejandrino	1.0
filip	Yo no quiero la ofrenda de cirios ni dolores;	Yo no quiero la ofrenda de cirios ni dolores;	14	1 2 3 6 9 13	-	Alejandrino	1.0
filip	Yo no quiero que reces, yo no quiero que llores;	Yo no quiero que reces, yo no quiero que llores;	14	1 2 3 6 8 9 10 13	-	Alejandrino	1.0
filip	¡Solo ansío que cierres mi ataúd con un beso!	¡Solo ansío que cierres mi ataúd con un beso!	14	1 3 6 10 12 13	-	Alejandrino	1.0
filip	Iluminó el idilio una lámpara azul,	Iluminó el idilio una lámpara azul,	14	4 6 8 10 13	-	Alejandrino	1.0
filip	Nos velaron los ibis de un biombo japonés,	Nos velaron los ibis de un biombo japonés,	14	3 6 8 9 13	-	Alejandrino	1.0
filip	Y sintió tu hermosura un diván de oro y tul	Y sintió tu hermosura un diván de oro y tul	14	3 6 8 10 11 13	-	Alejandrino	1.0
filip	Donde besé el perfume de tus descalzos pies.	Donde besé el perfume de tus descalzos pies.	14	4 6 11 13	-	Alejandrino	1.0
filip	La penumbra de luna destacaba triunfal	La penumbra de luna destacaba triunfal	14	3 6 10 13	-	Alejandrino	1.0
filip	Tu desnudez de perla, dulce como un jazmín,	Tu desnudez de perla, dulce como un jazmín,	14	4 6 8 11 13	-	Alejandrino	1.0
filip	En tanto despertaba como un verso inmortal	En tanto despertaba como un verso inmortal	14	2 6 9 10 13	-	Alejandrino	1.0
filip	Tu carne virginal de aurora y de jardín.	Tu carne virginal de aurora y de jardín.	14	2 6 9 13	-	Alejandrino	1.0
filip	¿ Acaso esto es amor ? decías sin hablar;	¿ Acaso esto es amor ? decías sin hablar;	14	2 3 4 6 9 13	-	Alejandrino	1.0
filip	¿Acaso esto es amor? querían preguntar	¿Acaso esto es amor? querían preguntar	14	2 3 4 6 9 13	-	Alejandrino	1.0
filip	El llanto de tus ojos y tu temblor de flor.	El llanto de tus ojos y tu temblor de flor.	14	2 6 11 13	-	Alejandrino	1.0
filip	Ya están lejos los ibis del biombo japonés	Ya están lejos los ibis del biombo japonés	14	1 2 3 6 9 13	-	Alejandrino	1.0
filip	Y la lámpara azul. Vuelvo a besar tus pies	Y la lámpara azul. Vuelvo a besar tus pies	14	3 6 8 11 13	-	Alejandrino	1.0
filip	Y te juró ante Dios, que sí, que esto es amor.	Y te juró ante Dios, que sí, que esto es amor.	14	4 6 9 10 11 13	-	Alejandrino	1.0
filip	Estalló en ira santa la nacional congoja	Estalló en ira santa la nacional congoja	14	3 4 6 11 13	-	Alejandrino	1.0
filip	Y las Islas te dieron su fé, ole polo a polo,	Y las Islas te dieron su fé, ole polo a polo,	14	3 6 9 11 13	-	Alejandrino	1.0
filip	Cuando se alzó la llama de tu bandera roja	Cuando se alzó la llama de tu bandera roja	14	4 6 11 13	-	Alejandrino	1.0
filip	Sobre el enhiesto mástil de tu desnudo bolo	Sobre el enhiesto mástil de tu desnudo bolo	14	4 6 11 13	-	Alejandrino	1.0
filip	Bajo el tendal indígena de nuestras verdes palmas,	Bajo el tendal indígena de nuestras verdes palmas,	14	4 6 11 13	-	Alejandrino	1.0
filip	En divino holocausto de lágrimas y heridas.	En divino holocausto de lágrimas y heridas.	14	3 6 9 13	-	Alejandrino	1.0
filip	Si Rizal fué el martirio que encendió nuestras almas,	Si Rizal fué el martirio que encendió nuestras almas,	14	3 4 6 10 13	-	Alejandrino	1.0
filip	Tu fuiste el heroísmo que salvó nuestras vidas.	Tu fuiste el heroísmo que salvó nuestras vidas.	14	2 6 10 13	-	Alejandrino	1.0
filip	¿ Quién eres ? murmuraron los hogares desiertos;	¿ Quién eres ? murmuraron los hogares desiertos;	14	1 2 6 10 13	-	Alejandrino	1.0
filip	¿Quién eres? musitaron las sombras de los muertos;	¿Quién eres? musitaron las sombras de los muertos;	14	1 2 6 9 13	-	Alejandrino	1.0
filip	¿ Quién eres ? preguntó la España vencedora;	¿ Quién eres ? preguntó la España vencedora;	14	1 2 6 9 13	-	Alejandrino	1.0
filip	Y de la patria esclava bajo la noche umbría	Y de la patria esclava bajo la noche umbría	14	4 6 11 13	-	Alejandrino	1.0
filip	Se oyó tu grito santo, inmenso, que decía: \	Se oyó tu grito santo, inmenso, que decía: \	15	2 4 6 8 12 14	-	Pentadecasílabo	1.0
filip	¡ Yo soy el Katipunan, la libertad, la aurora! !	yo soy el katipunan la libertad la   aurora	14	1 2 5 10 13	-	Alejandrino	1.0
filip	Tienes miedo de mí ¡Me lo dicen tus ojos,	Tienes miedo de mí ¡Me lo dicen tus ojos,	14	1 3 6 10 13	-	Alejandrino	1.0
filip	¡Tus labios, tu palor, tu mismo pensamiento!	¡Tus labios, tu palor, tu mismo pensamiento!	14	2 6 9 13	-	Alejandrino	1.0
filip	Cada vez que me ves a tus plantas de hinojos,	Cada vez que me ves a tus plantas de hinojos,	14	1 3 6 10 13	-	Alejandrino	1.0
filip	¡Tiemblas como una llama sacudida en el viento!	¡Tiemblas como una llama sacudida en el viento!	14	1 4 6 10 13	-	Alejandrino	1.0
filip	Mi contacto te daña, te hiere mi poesía,	mi contacto te daña te hiere mi p#es#í	14	3 6 9 13	-	Alejandrino	1.0
filip	Y te alejas cayéndote de amor por mi camino,	Y te alejas cayéndote de amor por mi camino,	14	3 6 9 13	-	Alejandrino	1.0
filip	Porque estás presintiendo que tienes que ser mía,	Porque estás presintiendo que tienes que ser mía,	14	3 6 9 12 13	-	Alejandrino	1.0
filip	¡Por encima de todo lo humano y lo divino!	¡Por encima de todo lo humano y lo divino!	14	3 6 9 13	-	Alejandrino	1.0
filip	Un instante cualquiera me quedaré dormido,	Un instante cualquiera me quedaré dormido,	14	1 3 6 11 13	-	Alejandrino	1.0
filip	Y suave, sin hacer el más pequeño ruido,	Y suave, sin hacer el más pequeño ruido,	14	2 6 9 11 13	-	Alejandrino	1.0
filip	En medio del salvaje paraíso encantado,	En medio del salvaje paraíso encantado,	14	2 6 10 13	-	Alejandrino	1.0
filip	Surgirás a mi lado, Eva mía divina,	Surgirás a mi lado, Eva mía divina,	14	3 6 8 10 13	-	Alejandrino	1.0
filip	Langorosa, amorosa, desnuda, matutina,	Langorosa, amorosa, desnuda, matutina,	14	3 6 9 13	-	Alejandrino	1.0
filip	¡Como un nardo de luz de mi abierto costado!	¡Como un nardo de luz de mi abierto costado!	14	2 3 6 10 13	-	Alejandrino	1.0
filip	¡Tengo sueño de muerte! Mi corazón amante	¡Tengo sueño de muerte! Mi corazón amante	14	1 3 6 11 13	-	Alejandrino	1.0
filip	Es un pobre castillo de luz venido a tierra,	Es un pobre castillo de luz venido a tierra,	14	1 2 3 6 9 11 13	-	Alejandrino	1.0
filip	Y mi alma es un perfume tan fuerte y tan fragante,	Y mi alma es un perfume tan fuerte y tan fragante,	14	2 3 4 6 9 13	-	Alejandrino	1.0
filip	¡Que se sale del bote de barro que la encierra!	¡Que se sale del bote de barro que la encierra!	14	3 6 9 13	-	Alejandrino	1.0
filip	¡Tengo sueño de muerte! Mi pecho está cansado	¡Tengo sueño de muerte! Mi pecho está cansado	14	1 3 6 9 11 13	-	Alejandrino	1.0
filip	¡De sostener tus sueños y de correr tu suerte!	¡De sostener tus sueños y de correr tu suerte!	14	4 6 11 13	-	Alejandrino	1.0
filip	¡El amor me ha aburrido y la gloria me ha hastiado!	¡El amor me ha aburrido y la gloria me ha hastiado!	14	3 4 6 10 12 13	-	Alejandrino	1.0
filip	¡Tengo sueño de muerte! ¡Tengo sueño de muerte!	¡Tengo sueño de muerte! ¡Tengo sueño de muerte!	14	1 3 6 8 10 13	-	Alejandrino	1.0
filip	Yo doy todo el prodigio que de tu ser exhalas	Yo doy todo el prodigio que de tu ser exhalas	14	1 2 3 6 11 13	-	Alejandrino	1.0
filip	Por romper mi envoltura, por desatar mis alas	Por romper mi envoltura, por desatar mis alas	14	3 6 11 13	-	Alejandrino	1.0
filip	¡Y perderme en la fábula azul de lo infinito!	¡Y perderme en la fábula azul de lo infinito!	14	3 6 9 13	-	Alejandrino	1.0
filip	Y sentir en mi última, inmortal trayectoria,	y sentir en mi   última   inmortal trayectoria	14	3 6 10 13	-	Alejandrino	1.0
